Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
4500 Mission St,24 Beds,9 Baths,"11,146 sqft",1928,2 Car Garage,"$4,350,000",San Francisco
52-56 Langton St,12 Beds,6 Baths,"3,999 sqft",1915,1 Car Garage,"$2,390,000",San Francisco
540 Cole St,,,"6,150 sqft",1911,Garage,"$4,200,000",San Francisco
1374 Gilman Ave,4 Beds,2 Baths,"1,923 sqft",1950,Garage,"$1,195,000",San Francisco
818 Van Ness Ave #406,2 Beds,2 Baths,994 sqft,2008,Garage,"$1,099,000",San Francisco
1001 17th St #307,2 Beds,2 Baths,"1,059 sqft",2016,Garage,"$1,165,000",San Francisco
3338 San Bruno Ave,,,,,,"$349,900",San Francisco
601 Van Ness Ave #132,1 Bed,1 Bath,694 sqft,1982,1 Parking Spaces,"$559,000",San Francisco
950 Tennessee St #119,Studio,1 Bath,472 sqft,2020,Garage,"$645,000",San Francisco
188 Minna St #24A,3 Beds,3 Baths,"2,027 sqft",2005,1 Parking Spaces,"$3,995,000",San Francisco
72 Townsend St #707,1 Bed,2 Baths,851 sqft,No Info,Attached Garage,"$1,250,000",San Francisco
1 Hawthorne St #23A,2 Beds,2 Baths,"1,558 sqft",No Info,Garage,"$1,950,000",San Francisco
55 Red Rock Way #106O,Studio,1 Bath,474 sqft,1972,Attached Garage,"$475,000",San Francisco
Plan B in Lofton at Portola by Tri Pointe Homes,3 Beds,4 Baths,"1,789 sqft",2021,No Info,"$1,461,900+",San Francisco
1275 Indiana St #403,2 Beds,2 Baths,"1,096 sqft",2014,Garage,"$1,175,000",San Francisco
1200 California St #6C,3 Beds,3 Baths,"2,500 sqft",1962,Attached Garage,"$2,490,000",San Francisco
401 Harrison St #36B,2 Beds,2 Baths,"1,311 sqft",2014,1 Parking Spaces,"$2,149,000",San Francisco
555 4th St #618,2 Beds,2 Baths,"1,161 sqft",2006,1 Parking Spaces,"$1,095,000",San Francisco
170 King St #904,Studio,1 Bath,448 sqft,2007,1 Parking Spaces,"$599,000",San Francisco
35 Kirkwood Ave,3 Beds,3 Baths,"1,522 sqft",2019,2 Car Garage,"$1,210,000",San Francisco
1383 Minna St,3 Beds,1 Bath,"1,200 sqft",1907,No Info,"$799,000",San Francisco
649-651 Francisco St,5 Beds,4 Baths,"4,110 sqft",1932,No Info,"$4,800,000",San Francisco
8200 Oceanview Ter #417,2 Beds,2 Baths,967 sqft,2002,Attached Garage,"$845,000",San Francisco
88 Townsend St #319,2 Beds,2 Baths,"1,150 sqft",2004,Garage,"$1,380,000",San Francisco
140 S Van Ness Ave #405,1 Bed,2 Baths,830 sqft,2002,Garage,"$745,000",San Francisco
2 Fallon Pl #58,1 Bed,1 Bath,,1980,Attached Garage,"$988,000",San Francisco
555 Fulton St #505,1 Bed,1 Bath,506 sqft,No Info,No Info,"$799,000",San Francisco
3239-3241 17th St,7 Beds,5 Baths,"2,746 sqft",1900,2 Car Garage,"$1,800,000",San Francisco
246 2nd St #1701,3 Beds,3 Baths,"2,711 sqft",2000,Garage,"$3,750,000",San Francisco
601 Van Ness Ave #649,1 Bed,1 Bath,720 sqft,1982,1 Parking Spaces,"$670,000",San Francisco
15-19 San Carlos St #15,2 Beds,1 Bath,,1906,Attached Garage,"$925,000",San Francisco
233 Franklin St #208,1 Bed,1 Bath,780 sqft,2010,No Info,"$999,000",San Francisco
280 Spear St #25F,1 Bed,1 Bath,,No Info,Attached Garage,"$1,599,999",San Francisco
250 King St #604,1 Bed,1 Bath,587 sqft,2004,Garage,"$649,888",San Francisco
201 Folsom St #23D,1 Bed,1 Bath,876 sqft,2016,1 Parking Spaces,"$1,299,000",San Francisco
1650 Broadway #305,1 Bed,2 Baths,816 sqft,2016,Garage,"$1,550,000",San Francisco
1074 Union St,3 Beds,2 Baths,"13,613 sqft",1910,2 Car Garage,"$6,999,000",San Francisco
1 Steuart St #304,1 Bed,2 Baths,"1,082 sqft",No Info,No Info,"$1,850,000",San Francisco
1000 3rd St #1106,2 Beds,2 Baths,"1,267 sqft",2018,1 Parking Spaces,"$1,698,000",San Francisco
318 Main St #8D,1 Bed,2 Baths,947 sqft,2015,Attached Garage,"$1,390,000",San Francisco
2121 Webster St #503,2 Beds,2 Baths,"1,325 sqft",2016,Attached Garage,"$3,295,000",San Francisco
1000 3rd St #1102,3 Beds,2 Baths,"1,827 sqft",2018,Garage,"$2,998,000",San Francisco
3246 Judah St,2 Beds,2 Baths,"2,495 sqft",1955,Attached Garage,"$1,388,000",San Francisco
3927-3931 19th St,,,,,,"$8,450,000",San Francisco
Residence #225 Plan in Fulton 555 by Z&L Properties,1 Bed,1 Bath,712 sqft,2021,No Info,"$719,000+",San Francisco
2221 30th St NW,9 Beds,15 Baths,"14,750 sqft",2008,3 Car Garage,"$18,500,000",Washington
2014 Otis St NE,3 Beds,2 Baths,"2,087 sqft",1924,2 Open Spaces,"$699,000",Washington
3301 Fessenden St NW,11 Beds,17 Baths,"17,631 sqft",2019,8 Car Garage,"$11,950,000",Washington
1705 Surrey Ln NW,4 Beds,3 Baths,"1,985 sqft",1927,Open Parking,"$995,000",Washington
4228 Reno Rd NW,5 Beds,4 Baths,"4,439 sqft",1941,Garage,"$2,350,000",Washington
1422 Shepherd St NW #1,2 Beds,2 Baths,,1920,Open Parking,"$338,000",Washington
6219 9th St NW,5 Beds,5 Baths,"3,644 sqft",2021,Open Parking,"$1,475,000",Washington
5711 Clay St NE,5 Beds,4 Baths,"2,377 sqft",1919,3 Open Spaces,"$599,900",Washington
4640 Cathedral Ave NW,6 Beds,9 Baths,"8,600 sqft",2021,2 Car Garage,"$14,950,000",Washington
4442 B St SE #2,2 Beds,2 Baths,980 sqft,2020,Open Parking,"$299,999",Washington
390 N St SW,3 Beds,2 Baths,"1,533 sqft",1962,No Info,"$569,000",Washington
4000 Tunlaw Rd NW #321,2 Beds,2 Baths,"1,027 sqft",1960,2 Parking Spaces,"$419,000",Washington
5885 Colorado Ave NW #208,2 Beds,2 Baths,900 sqft,2006,Garage,"$365,000",Washington
4852 Indian Ln NW,6 Beds,7 Baths,"6,800 sqft",1929,2 Car Garage,"$6,398,000",Washington
3052 R St NW #202,1 Bed,1 Bath,519 sqft,2013,None,"$279,444",Washington
4721 1st St SW #103,2 Beds,1 Bath,717 sqft,1949,No Info,"$127,000",Washington
3903 Legation St NW,5 Beds,5 Baths,"4,980 sqft",1917,Garage,"$2,850,000",Washington
3313 O St NW,6 Beds,7 Baths,"6,135 sqft",1900,Garage,"$8,495,000",Washington
531 Kennedy St NW #9,2 Beds,2 Baths,"1,090 sqft",2021,1 Open Spaces,"$600,000",Washington
334 14th St NE,2 Beds,1 Bath,832 sqft,1913,Open Parking,"$675,000",Washington
421 Farragut St NW,4 Beds,4 Baths,"2,490 sqft",1931,1 Car Garage,"$920,000",Washington
5134 Cathedral Ave NW,6 Beds,6 Baths,"4,859 sqft",2016,1 Car Garage,"$2,850,000",Washington
1624 Swann St NW,3 Beds,3 Baths,"1,624 sqft",1890,2 Open Spaces,"$1,600,000",Washington
3024 Porter St NW #201,2 Beds,1 Bath,717 sqft,1925,Open Parking,"$414,900",Washington
5 N St NW,3 Beds,3 Baths,"1,644 sqft",1900,Open Parking,"$849,999",Washington
2860 Woodland Dr NW,5 Beds,8 Baths,"8,500 sqft",1927,2 Car Garage,"$10,995,000",Washington
1527 Fort Dupont St SE,3 Beds,2 Baths,"1,088 sqft",1947,2 Open Spaces,"$410,000",Washington
1414 Belmont St NW #405,2 Beds,2 Baths,"1,257 sqft",2009,1 Car Garage,"$830,000",Washington
456 Woodcrest Dr SE #B,3 Beds,3 Baths,"1,500 sqft",2020,None,"$479,900",Washington
38 Kings Ct SE,,,,,,"$250,000",Washington
2700 Woodley Pl NW,3 Beds,4 Baths,"2,439 sqft",1924,3 Open Spaces,"$1,449,950",Washington
716 3rd St NE,4 Beds,3 Baths,"2,146 sqft",1890,2 Parking Spaces,"$1,149,000",Washington
2701 32nd St NW,5 Beds,6 Baths,"5,230 sqft",1930,2 Car Garage,"$9,750,000",Washington
2725 36th Pl NW,4 Beds,4 Baths,"3,993 sqft",1921,2 Open Spaces,"$1,995,000",Washington
4400 Garfield St NW,8 Beds,11 Baths,"12,817 sqft",1930,3 Car Garage,"$9,495,000",Washington
635 49th St NE,4 Beds,3 Baths,"1,728 sqft",1924,Open Parking,"$589,000",Washington
3131 Chain Bridge Rd NW,6 Beds,9 Baths,"12,200 sqft",2020,6 Car Garage,"$12,950,000",Washington
2132 Young St SE,4 Beds,3 Baths,"1,530 sqft",1991,No Info,"$489,000",Washington
212 Varnum St NW #2,2 Beds,2 Baths,750 sqft,2020,Open Parking,"$499,900",Washington
468 Lebaum St SE,3 Beds,1 Bath,"1,193 sqft",1936,Open Parking,"$340,000",Washington
4326 Hayes St NE,4 Beds,3 Baths,"1,342 sqft",1926,Open Parking,"$449,999",Washington
413 Elm St NW,2 Beds,3 Baths,"1,230 sqft",1912,Open Parking,"$795,000",Washington
6201 32nd Pl NW,4 Beds,3 Baths,"2,035 sqft",1929,2 Car Garage,"$1,049,000",Washington
4520 43rd Pl NW,4 Beds,5 Baths,"3,825 sqft",2021,1 Open Spaces,"$2,999,999",Washington
7715 Alaska Ave NW,6 Beds,5 Baths,"3,295 sqft",1924,Garage,"$1,450,000",Washington
3239 Military Rd NW,3 Beds,2 Baths,"1,744 sqft",1930,Open Parking,"$995,000",Washington
5218 5th St NW,4 Beds,4 Baths,"1,800 sqft",1926,Open Parking,"$824,900",Washington
1425 Hopkins St NW #401,2 Beds,2 Baths,910 sqft,1918,Open Parking,"$565,000",Washington
524 Crittenden St NW,4 Beds,4 Baths,"2,400 sqft",1924,2 Open Spaces,"$1,190,000",Washington
1442 Harvard St NW #1,2 Beds,2 Baths,837 sqft,1901,Open Parking,"$475,000",Washington
1618 Oak St NW,4 Beds,3 Baths,"1,650 sqft",1939,1 Open Spaces,"$895,000",Washington
3360 Erie St SE,3 Beds,2 Baths,"1,934 sqft",1954,Open Parking,"$589,000",Washington
2509 1/2 W St SE,3 Beds,4 Baths,"2,100 sqft",2021,Open Parking,"$490,000",Washington
609 Maryland Ave NE #1,3 Beds,5 Baths,"2,738 sqft",1891,Open Parking,"$1,575,000",Washington
3101 Chain Bridge Rd NW,8 Beds,12 Baths,"12,750 sqft",2004,4 Car Garage,"$7,995,000",Washington
5212 Kansas Ave NW,3 Beds,3 Baths,"1,224 sqft",1932,1 Car Garage,"$853,000",Washington
212 A St NE,5 Beds,7 Baths,"5,311 sqft",1900,2 Car Garage,"$4,995,000",Washington
1143 Summit St NE #2,3 Beds,3 Baths,"1,882 sqft",2014,1 Car Garage,"$729,900",Washington
1629 Lang Pl NE,2 Beds,1 Bath,750 sqft,1937,Open Parking,"$479,900",Washington
3813 S St NW,4 Beds,2 Baths,"1,491 sqft",1927,2 Open Spaces,"$999,990",Washington
1150 K St NW #1007,1 Bed,1 Bath,747 sqft,2005,1 Car Garage,"$480,000",Washington
337 Kentucky Ave SE,2 Beds,1 Bath,"1,072 sqft",1925,Open Parking,"$1,100,000",Washington
3580 13th St NW,14 Beds,,"3,346 sqft",1912,1 Car Garage,"$1,080,000",Washington
3304 R St NW,5 Beds,7 Baths,"9,070 sqft",1955,2 Car Garage,"$11,500,000",Washington
2410 17th St NW #310,2 Beds,3 Baths,"1,027 sqft",2005,1 Car Garage,"$824,900",Washington
2701 4th St NE #402,2 Beds,1 Bath,850 sqft,1930,Open Parking,"$399,500",Washington
2820 O St NW #2824,7 Beds,9 Baths,"7,225 sqft",1810,2 Car Garage,"$11,600,000",Washington
215 Emerson St NW #204,1 Bed,1 Bath,743 sqft,1929,Open Parking,"$214,900",Washington
612 Eastern Ave NE #203,3 Beds,2 Baths,"1,317 sqft",1952,1 Parking Spaces,"$220,000",Washington
2141 N St NW,5 Beds,5 Baths,"3,232 sqft",1910,1 Parking Spaces,"$1,800,000",Washington
2446 Kalorama Rd NW,6 Beds,6 Baths,"5,714 sqft",1927,1 Car Garage,"$5,550,000",Washington
1670 34th St NW,2 Beds,3 Baths,"2,085 sqft",1900,Open Parking,"$1,495,000",Washington
1459 S St NW #1,2 Beds,2 Baths,"1,065 sqft",1910,Open Parking,"$725,000",Washington
2816 O St NW,4 Beds,5 Baths,"3,525 sqft",1900,1 Parking Spaces,"$4,495,000",Washington
1018 13th St SE #1,2 Beds,2 Baths,806 sqft,1912,Open Parking,"$519,900",Washington
4715 Davenport St NW,5 Beds,4 Baths,"2,750 sqft",1929,Garage,"$1,678,000",Washington
1430 Newton St NW #301,2 Beds,2 Baths,910 sqft,1900,Open Parking,"$569,000",Washington
1080 Wisconsin Ave NW #3015,2 Beds,2 Baths,"1,160 sqft",1981,Garage,"$740,000",Washington
615 Florida Ave NW #1,3 Beds,2 Baths,"1,550 sqft",1900,1 Open Spaces,"$699,000",Washington
1835 Phelps Pl NW #43,2 Beds,1 Bath,"1,024 sqft",1925,Open Parking,"$649,000",Washington
1350 D St NE,4 Beds,4 Baths,"1,824 sqft",1911,1 Parking Spaces,"$1,148,500",Washington
2809 Pomeroy Rd SE,4 Beds,4 Baths,"2,035 sqft",1968,1 Open Spaces,"$509,900",Washington
245 16th St SE,3 Beds,4 Baths,"1,588 sqft",1923,1 Parking Spaces,"$889,000",Washington
20 14th St NE,4 Beds,4 Baths,"1,440 sqft",1914,Open Parking,"$1,170,000",Washington
1200 23rd St NW #802,1 Bed,2 Baths,875 sqft,1981,No Info,"$295,000",Washington
2514 E Pl NW,2 Beds,2 Baths,"1,135 sqft",1900,Open Parking,"$975,000",Washington
2601 Foxhall Rd NW,6 Beds,8 Baths,"10,500 sqft",1935,3 Car Garage,"$6,950,000",Washington
349 L St SE,4 Beds,3 Baths,"1,596 sqft",2012,1 Car Garage,"$995,000",Washington
531 Kennedy St NW #4,1 Bed,2 Baths,665 sqft,2021,1 Open Spaces,"$355,000",Washington
1105 Queen St NE #2,2 Beds,2 Baths,"1,150 sqft",1931,Open Parking,"$599,900",Washington
4219 16th St NW,5 Beds,5 Baths,"3,072 sqft",1923,2 Car Garage,"$1,250,000",Washington
5356 E St SE,3 Beds,4 Baths,"2,619 sqft",2019,Open Parking,"$515,000",Washington
531 Kennedy St NW #7,2 Beds,2 Baths,875 sqft,2021,1 Open Spaces,"$440,000",Washington
1415 Girard St NW #406,1 Bed,1 Bath,455 sqft,1929,Open Parking,"$260,000",Washington
937 Randolph St NW #1,1 Bed,1 Bath,675 sqft,1936,1 Parking Spaces,"$384,900",Washington
1200 23rd St NW #604,2 Beds,3 Baths,"1,450 sqft",1981,Open Parking,"$499,000",Washington
3700 Cathedral Ave NW,5 Beds,4 Baths,"4,754 sqft",2002,2 Car Garage,"$3,100,000",Washington
639 Morton St NW,2 Beds,2 Baths,"1,276 sqft",1928,Open Parking,"$685,000",Washington
1736 Verbena St NW,4 Beds,4 Baths,"2,854 sqft",1955,2 Car Garage,"$1,349,900",Washington
131 Joliet St SW,4 Beds,,"1,940 sqft",1953,2 Parking Spaces,"$639,500",Washington
3026 P St NW,5 Beds,7 Baths,"6,280 sqft",1810,Garage,"$5,500,000",Washington
4615 Dexter St NW,5 Beds,8 Baths,"7,200 sqft",2020,3 Car Garage,"$6,400,000",Washington
2000 16th St NW #3,2 Beds,2 Baths,853 sqft,1900,Open Parking,"$499,000",Washington
2429 Ontario Rd NW #6,3 Beds,2 Baths,"1,555 sqft",1914,No Info,"$1,175,000",Washington
2707 Adams Mill Rd NW #401,2 Beds,2 Baths,"1,350 sqft",1927,Open Parking,"$635,000",Washington
909 Quincy St NW #1,2 Beds,3 Baths,"1,174 sqft",1935,1 Parking Spaces,"$669,000",Washington
4400 Lee St NE,4 Beds,4 Baths,"2,670 sqft",2021,Open Parking,"$575,000",Washington
2934 Legation St NW,3 Beds,3 Baths,"1,924 sqft",1936,Open Parking,"$1,095,000",Washington
3150 S St NW #Ph2c & 1m,4 Beds,7 Baths,"6,407 sqft",2003,2 Car Garage,"$18,000,000",Washington
1828 Ontario Pl NW #1,3 Beds,4 Baths,"1,972 sqft",1915,Open Parking,"$1,090,000",Washington
125 Rhode Island Ave NE #1,3 Beds,3 Baths,"1,800 sqft",1912,1 Parking Spaces,"$784,900",Washington
808 Butternut St NW,5 Beds,5 Baths,"2,805 sqft",1935,Garage,"$1,375,000",Washington
1701 16th St NW #202,1 Bed,1 Bath,777 sqft,1920,Open Parking,"$525,000",Washington
3564 Alton Pl NW,7 Beds,7 Baths,"8,182 sqft",2021,2 Car Garage,"$3,290,000",Washington
4000 Tunlaw Rd NW #112A,1 Bed,1 Bath,720 sqft,1960,Open Parking,"$300,000",Washington
6005 New Hampshire Ave NE,4 Beds,4 Baths,"1,397 sqft",1941,2 Open Spaces,"$857,000",Washington
6430 8th St NW,3 Beds,2 Baths,"1,596 sqft",1928,No Info,"$699,988",Washington
651 20th St NE,2 Beds,2 Baths,820 sqft,1945,Open Parking,"$539,900",Washington
1125 11th St NW #102,2 Beds,2 Baths,"1,630 sqft",2007,Open Parking,"$659,000",Washington
601 Atlantic St SE,5 Beds,5 Baths,"3,090 sqft",1946,2 Open Spaces,"$655,000",Washington
4825 Dexter Ter NW,7 Beds,10 Baths,"13,391 sqft",2006,3 Car Garage,"$6,795,000",Washington
4303 S Capitol St SW,4 Beds,4 Baths,"2,454 sqft",2017,1 Open Spaces,"$515,000",Washington
2824 12th St NE #103,1 Bed,1 Bath,611 sqft,1950,Open Parking,"$315,000",Washington
3030 K St NW #101,2 Beds,3 Baths,"2,350 sqft",1984,1 Car Garage,"$1,000,000",Washington
1352 Locust Rd NW,4 Beds,3 Baths,"2,340 sqft",1932,Garage,"$1,125,000",Washington
520 N St SW #S-125,3 Beds,2 Baths,"1,437 sqft",1967,No Info,"$700,000",Washington
5300 Bass Pl SE,5 Beds,4 Baths,"3,270 sqft",2018,1 Car Garage,"$559,900",Washington
1514 Newton St NW #B2,2 Beds,2 Baths,623 sqft,1966,Open Parking,"$365,000",Washington
3918 E Capitol St NE,3 Beds,4 Baths,"2,962 sqft",1940,No Info,"$649,000",Washington
1715 N Capitol St NE #5,2 Beds,2 Baths,"1,006 sqft",2021,Open Parking,"$600,000",Washington
1309 Q St NW #2,3 Beds,3 Baths,"2,055 sqft",1895,1 Open Spaces,"$1,695,000",Washington
2905 Georgia Ave NW #101,1 Bed,1 Bath,343 sqft,2021,No Info,"$299,900",Washington
2217 12th Pl NW,2 Beds,3 Baths,912 sqft,1895,1 Parking Spaces,"$849,000",Washington
1253 K St SE,2 Beds,3 Baths,"1,404 sqft",1925,Open Parking,"$800,000",Washington
810 O St NW #507,2 Beds,2 Baths,"1,032 sqft",2019,No Info,"$789,900",Washington
301 Massachusetts Ave NW #404,1 Bed,1 Bath,631 sqft,2006,1 Car Garage,"$449,900",Washington
4711 Foxhall Cres NW,5 Beds,6 Baths,"5,103 sqft",1983,2 Car Garage,"$2,199,000",Washington
3033 W Lane Kys NW,6 Beds,6 Baths,"4,300 sqft",1958,Garage,"$4,100,000",Washington
1126 Chaplin St SE,5 Beds,5 Baths,"3,009 sqft",1937,Open Parking,"$695,500",Washington
2302 Kalorama Rd NW,6 Beds,7 Baths,"5,170 sqft",1927,4 Parking Spaces,"$5,095,000",Washington
3026 P St NW,5 Beds,7 Baths,"6,280 sqft",1810,Garage,"$5,500,000",Washington
4615 Dexter St NW,5 Beds,8 Baths,"7,200 sqft",2020,3 Car Garage,"$6,400,000",Washington
2000 16th St NW #3,2 Beds,2 Baths,853 sqft,1900,Open Parking,"$499,000",Washington
2429 Ontario Rd NW #6,3 Beds,2 Baths,"1,555 sqft",1914,No Info,"$1,175,000",Washington
2707 Adams Mill Rd NW #401,2 Beds,2 Baths,"1,350 sqft",1927,Open Parking,"$635,000",Washington
909 Quincy St NW #1,2 Beds,3 Baths,"1,174 sqft",1935,1 Parking Spaces,"$669,000",Washington
4400 Lee St NE,4 Beds,4 Baths,"2,670 sqft",2021,Open Parking,"$575,000",Washington
2934 Legation St NW,3 Beds,3 Baths,"1,924 sqft",1936,Open Parking,"$1,095,000",Washington
3150 S St NW #Ph2c & 1m,4 Beds,7 Baths,"6,407 sqft",2003,2 Car Garage,"$18,000,000",Washington
1828 Ontario Pl NW #1,3 Beds,4 Baths,"1,972 sqft",1915,Open Parking,"$1,090,000",Washington
125 Rhode Island Ave NE #1,3 Beds,3 Baths,"1,800 sqft",1912,1 Parking Spaces,"$784,900",Washington
808 Butternut St NW,5 Beds,5 Baths,"2,805 sqft",1935,Garage,"$1,375,000",Washington
1701 16th St NW #202,1 Bed,1 Bath,777 sqft,1920,Open Parking,"$525,000",Washington
3564 Alton Pl NW,7 Beds,7 Baths,"8,182 sqft",2021,2 Car Garage,"$3,290,000",Washington
4000 Tunlaw Rd NW #112A,1 Bed,1 Bath,720 sqft,1960,Open Parking,"$300,000",Washington
6005 New Hampshire Ave NE,4 Beds,4 Baths,"1,397 sqft",1941,2 Open Spaces,"$857,000",Washington
6430 8th St NW,3 Beds,2 Baths,"1,596 sqft",1928,No Info,"$699,988",Washington
651 20th St NE,2 Beds,2 Baths,820 sqft,1945,Open Parking,"$539,900",Washington
1125 11th St NW #102,2 Beds,2 Baths,"1,630 sqft",2007,Open Parking,"$659,000",Washington
601 Atlantic St SE,5 Beds,5 Baths,"3,090 sqft",1946,2 Open Spaces,"$655,000",Washington
4825 Dexter Ter NW,7 Beds,10 Baths,"13,391 sqft",2006,3 Car Garage,"$6,795,000",Washington
4303 S Capitol St SW,4 Beds,4 Baths,"2,454 sqft",2017,1 Open Spaces,"$515,000",Washington
2824 12th St NE #103,1 Bed,1 Bath,611 sqft,1950,Open Parking,"$315,000",Washington
3030 K St NW #101,2 Beds,3 Baths,"2,350 sqft",1984,1 Car Garage,"$1,000,000",Washington
1352 Locust Rd NW,4 Beds,3 Baths,"2,340 sqft",1932,Garage,"$1,125,000",Washington
520 N St SW #S-125,3 Beds,2 Baths,"1,437 sqft",1967,No Info,"$700,000",Washington
5300 Bass Pl SE,5 Beds,4 Baths,"3,270 sqft",2018,1 Car Garage,"$559,900",Washington
1514 Newton St NW #B2,2 Beds,2 Baths,623 sqft,1966,Open Parking,"$365,000",Washington
3918 E Capitol St NE,3 Beds,4 Baths,"2,962 sqft",1940,No Info,"$649,000",Washington
1715 N Capitol St NE #5,2 Beds,2 Baths,"1,006 sqft",2021,Open Parking,"$600,000",Washington
1309 Q St NW #2,3 Beds,3 Baths,"2,055 sqft",1895,1 Open Spaces,"$1,695,000",Washington
2905 Georgia Ave NW #101,1 Bed,1 Bath,343 sqft,2021,No Info,"$299,900",Washington
2217 12th Pl NW,2 Beds,3 Baths,912 sqft,1895,1 Parking Spaces,"$849,000",Washington
1253 K St SE,2 Beds,3 Baths,"1,404 sqft",1925,Open Parking,"$800,000",Washington
810 O St NW #507,2 Beds,2 Baths,"1,032 sqft",2019,No Info,"$789,900",Washington
301 Massachusetts Ave NW #404,1 Bed,1 Bath,631 sqft,2006,1 Car Garage,"$449,900",Washington
4711 Foxhall Cres NW,5 Beds,6 Baths,"5,103 sqft",1983,2 Car Garage,"$2,199,000",Washington
3033 W Lane Kys NW,6 Beds,6 Baths,"4,300 sqft",1958,Garage,"$4,100,000",Washington
1126 Chaplin St SE,5 Beds,5 Baths,"3,009 sqft",1937,Open Parking,"$695,500",Washington
2302 Kalorama Rd NW,6 Beds,7 Baths,"5,170 sqft",1927,4 Parking Spaces,"$5,095,000",Washington
3005 45th St NW,8 Beds,13 Baths,"15,100 sqft",1927,3 Car Garage,"$9,900,000",Washington
2123 California St NW #C4,2 Beds,2 Baths,"1,132 sqft",1911,Open Parking,"$549,000",Washington
5515 3rd St NW,4 Beds,4 Baths,"2,200 sqft",1927,2 Parking Spaces,"$895,750",Washington
3619 Georgia Ave NW #203,2 Beds,1 Bath,"9,999 sqft",2021,None,"$525,000",Washington
3038 N St NW,8 Beds,6 Baths,"9,339 sqft",1805,5 Open Spaces,"$10,000,000",Washington
2636 Moreland Pl NW,6 Beds,7 Baths,"6,000 sqft",2007,Open Parking,"$1,895,000",Washington
1915 16th St NW #303,1 Bed,1 Bath,650 sqft,1923,None,"$339,000",Washington
Home 901 Plan in Kennedy On L by McWilliams Ballard,2 Beds,2 Baths,781 sqft,2021,Garage,"$649,900+",Washington
2710 Poplar St NW,1 Bed,2 Baths,900 sqft,1900,Open Parking,"$850,000",Washington
3401 N St NW,7 Beds,5 Baths,"5,050 sqft",1900,2 Open Spaces,"$4,495,000",Washington
724 Taylor St NE,2 Beds,2 Baths,"1,248 sqft",1938,Open Parking,"$565,000",Washington
535 10th St SE,3 Beds,3 Baths,"1,334 sqft",1900,Open Parking,"$969,000",Washington
1038 Paper Mill Ct NW #1038,2 Beds,2 Baths,950 sqft,1900,1 Car Garage,"$760,000",Washington
235 Emerson St NW #106,1 Bed,1 Bath,700 sqft,1929,Open Parking,"$180,000",Washington
4508 Dix St NE,4 Beds,2 Baths,"1,290 sqft",1923,Open Parking,"$499,900",Washington
1316 Florida Ave NE,3 Beds,2 Baths,"1,272 sqft",1900,Open Parking,"$775,000",Washington
1323 Clifton St NW #3,2 Beds,2 Baths,792 sqft,1918,Open Parking,"$525,000",Washington
5030 Linnean Ave NW,7 Beds,6 Baths,"8,362 sqft",1952,2 Car Garage,"$4,250,000",Washington
3730 W St NW,5 Beds,6 Baths,"4,700 sqft",1931,1 Car Garage,"$2,995,000",Washington
1701 16th St NW #704,Studio,1 Bath,320 sqft,1920,Open Parking,"$204,900",Washington
1 Scott Cir NW #313,1 Bed,1 Bath,532 sqft,1891,Open Parking,"$289,000",Washington
2540 Massachusetts Ave NW #308,2 Beds,1 Bath,"1,082 sqft",1923,No Info,"$589,000",Washington
809 6th St NW #41,2 Beds,2 Baths,910 sqft,2005,1 Car Garage,"$499,000",Washington
1801 Wyoming Ave NW #44,2 Beds,2 Baths,921 sqft,1910,None,"$649,900",Washington
1633 16th St NW,12 Beds,11 Baths,"9,339 sqft",1885,1 Car Garage,"$4,299,000",Washington
1833 Rear 5 St NW,6 Beds,4 Baths,"2,800 sqft",1890,Open Parking,"$2,450,000",Washington
242 14th St SE #B,3 Beds,3 Baths,"1,713 sqft",1900,1 Open Spaces,"$1,249,900",Washington
709 Quincy St NE #1,2 Beds,2 Baths,,2021,No Info,"$479,000",Washington
2475 Virginia Ave NW #203,2 Beds,2 Baths,"1,250 sqft",1956,No Info,"$574,900",Washington
1827 Phelps Pl NW,5 Beds,6 Baths,"4,209 sqft",1900,Open Parking,"$2,349,000",Washington
3275 15th Pl SE #301,3 Beds,1 Bath,"1,026 sqft",1991,Open Parking,"$220,000",Washington
414 Seward Sq SE #104,1 Bed,1 Bath,413 sqft,1928,Open Parking,"$295,000",Washington
2707 Adams Mill Rd NW #308,1 Bed,1 Bath,550 sqft,1927,Open Parking,"$299,900",Washington
1727 Stanton Ter SE,4 Beds,3 Baths,"2,010 sqft",2005,Open Parking,"$449,900",Washington
3049 W Lane Keys NW,5 Beds,6 Baths,"4,835 sqft",1958,1 Car Garage,"$3,495,000",Washington
610 I St NE,4 Beds,4 Baths,"2,844 sqft",2021,1 Car Garage,"$1,375,000",Washington
1926 4th St NE,4 Beds,3 Baths,"2,225 sqft",1927,Open Parking,"$750,000",Washington
4100 W St NW #506,2 Beds,1 Bath,985 sqft,1950,1 Parking Spaces,"$395,000",Washington
1 Scott Cir NW #217,1 Bed,1 Bath,494 sqft,1941,Open Parking,"$260,000",Washington
1001 L St NW #603,2 Beds,2 Baths,978 sqft,2004,1 Car Garage,"$669,900",Washington
2334 Massachusetts Ave NW,4 Beds,3 Baths,"3,767 sqft",1910,1 Open Spaces,"$2,374,500",Washington
2409 Wyoming Ave NW,6 Beds,8 Baths,"8,539 sqft",1926,Garage,"$5,995,000",Washington
