Bedroom,Bathroom,Sqft,Price,Parking,Address,Yearbuild
3 Beds,3 Baths,"1,750 sqft","$3,150,000",Garage,"1820 Avenida Del Mundo #1504Coronado, CA 92118",1978
4 Beds,4 Baths,"2,424 sqft","$2,595,000",1 Car Garage,"556 G AveCoronado, CA 92118",2021
4 Beds,4 Baths,"2,434 sqft","$2,445,000",1 Car Garage,"548 G AveCoronado, CA 92118",2021
3 Beds,3 Baths,"1,877 sqft","$3,650,000",2 Car Garage,"1750 Avenida Del Mundo #404Coronado, CA 92118",1979
2 Beds,2 Baths,"1,400 sqft","$2,595,000",Garage,"1820 Avenida Del Mundo #1002Coronado, CA 92118",1978
1 Bed,2 Baths,"1,100 sqft","$1,335,000",Garage,"1820 Avenida Del Mundo #201Coronado, CA 92118",1978
2 Beds,2 Baths,"1,580 sqft","$2,389,000",Garage,"1810 Avenida Del Mundo #706Coronado, CA 92118",1977
4 Beds,2 Baths,"1,032 sqft","$766,900",Garage,"10136 White Pine LnSantee, CA 92071",1971
3 Beds,3 Baths,"1,227 sqft","$645,900",Garage,"4281 Esperanza WayOceanside, CA 92056",1990
3 Beds,2 Baths,"1,403 sqft","$599,999",2 Car Garage,"1442 Genoa DrVista, CA 92081",1989
3 Beds,2 Baths,"1,365 sqft","$654,200",Garage,"1017 Metcalf StEscondido, CA 92026",1993
4 Beds,3 Baths,"1,789 sqft","$519,000",6 Parking Spaces,"314 Orange AveChula Vista, CA 91911",1953
4 Beds,3 Baths,"1,828 sqft","$595,000",Garage,"2249 Helix StSpring Valley, CA 91977",1961
3 Beds,2 Baths,"1,234 sqft","$650,000",2 Car Garage,"14184 Halper RdPoway, CA 92064",1960
3 Beds,3 Baths,"1,954 sqft","$1,249,000",3 Car Garage,"7914 Corte CardoCarlsbad, CA 92009",1988
3 Beds,2 Baths,"1,191 sqft","$489,000",1 Carport Spaces,"3546 Sandpiper PlOceanside, CA 92056",1974
4 Beds,2 Baths,"1,845 sqft","$885,000",2 Car Garage,"340 Camino ElevadoBonita, CA 91902",1965
3 Beds,2 Baths,"1,420 sqft","$579,000",1 Car Garage,"275 Lilac DrEl Cajon, CA 92021",1976
3 Beds,3 Baths,"1,664 sqft","$524,900",No Info,"1651 S Juniper St #11Escondido, CA 92025",1979
5 Beds,5 Baths,"3,607 sqft","$1,199,000",3 Car Garage,"1423 Eclipse DrSan Marcos, CA 92078",2004
3 Beds,2 Baths,"1,682 sqft","$1,249,000",2 Car Garage,"3985 Stella Maris LnCarlsbad, CA 92008",1964
3 Beds,3 Baths,"2,414 sqft","$1,499,000",2 Car Garage,"15715 Green Valley Truck TrlRamona, CA 92065",2008
3 Beds,2 Baths,"1,408 sqft","$649,900",Garage,"1056 4th AveChula Vista, CA 91911",1966
4 Beds,3 Baths,"1,786 sqft","$699,900",2 Car Garage,"9647 Medina DrSantee, CA 92071",1972
3 Beds,2 Baths,"1,392 sqft","$224,900",None,"121 Orange Ave #117Chula Vista, CA 91911",2006
2 Beds,2 Baths,939 sqft,"$625,000",1 Carport Spaces,"132 Mangano CirEncinitas, CA 92024",1985
4 Beds,3 Baths,"2,041 sqft","$795,900",3 Car Garage,"702 Avenida AmigoSan Marcos, CA 92069",1990
3 Beds,2 Baths,"1,352 sqft","$599,000",2 Car Garage,"1545 Jasper AveChula Vista, CA 91911",1968
3 Beds,3 Baths,"1,578 sqft","$620,000",2 Car Garage,"4353 Harbor Way #3Oceanside, CA 92056",2020
4 Beds,3 Baths,"1,997 sqft","$919,900",2 Car Garage,"3664 Harwich DrCarlsbad, CA 92010",1987
3 Beds,2 Baths,"1,340 sqft","$669,000",2 Car Garage,"1425 Cottonwood CtSan Marcos, CA 92069",1977
5 Beds,3 Baths,"2,642 sqft","$950,000",Open Parking,"1691 Sweetwater LnSpring Valley, CA 91977",1997
5 Beds,4 Baths,"3,482 sqft","$2,100,000",2 Car Garage,"6507 Avenida Del ParaisoCarlsbad, CA 92009",1978
4 Beds,3 Baths,"2,730 sqft","$1,458,000",2 Car Garage,"3781 Glen AveCarlsbad, CA 92010",2012
4 Beds,2 Baths,"1,288 sqft","$740,000",2 Car Garage,"14013 Powers RdPoway, CA 92064",1959
4 Beds,3 Baths,"3,342 sqft","$1,250,000",3 Car Garage,"841 Van Horn WayEl Cajon, CA 92019",1987
5 Beds,2 Baths,"1,938 sqft","$799,900",3 Car Garage,"1505 Fair Valley RdEl Cajon, CA 92019",1974
3 Beds,2 Baths,"1,630 sqft","$959,999",2 Car Garage,"13356 Corte De ChucenaSan Diego, CA 92128",1988
5 Beds,2 Baths,"1,602 sqft","$770,000",2 Car Garage,"1646 Arequipa StSan Diego, CA 92154",1972
4 Beds,3 Baths,"2,480 sqft","$1,299,500",2 Car Garage,"18645 Wessex StSan Diego, CA 92128",1988
5 Beds,3 Baths,"1,960 sqft","$825,000",Garage,"1532 Altadena AveSan Diego, CA 92102",1955
4 Beds,3 Baths,"1,850 sqft","$749,900",2 Car Garage,"5787 Tooley StSan Diego, CA 92114",1979
2 Beds,2 Baths,"1,282 sqft","$640,000",Garage,"850 State St #411San Diego, CA 92101",1985
4 Beds,3 Baths,"2,107 sqft","$995,000",2 Car Garage,"9590 Hiker Hill RdSan Diego, CA 92129",1981
6 Beds,5 Baths,"2,830 sqft","$7,975,000",2 Car Garage,"3879 Ocean Front WalkSan Diego, CA 92109",2010
3 Beds,3 Baths,"1,906 sqft","$835,000",2 Car Garage,"4769 Seda DrSan Diego, CA 92124",1981
2 Beds,1 Bath,816 sqft,"$899,900",Garage,"3280 Cedar StSan Diego, CA 92102",1927
2 Beds,2 Baths,676 sqft,"$785,000",No Info,"1230 Monroe AveSan Diego, CA 92116",1928
2 Beds,2 Baths,"1,153 sqft","$562,500",Garage,"3890 Nobel Dr #606San Diego, CA 92122",1992
5 Beds,4 Baths,"3,028 sqft","$1,699,000",2 Car Garage,"16156 Cayenne Creek RdSan Diego, CA 92127",2004
2 Beds,1 Bath,648 sqft,"$599,900",No Info,"4718 1/2 Oregon StSan Diego, CA 92116",1945
2 Beds,2 Baths,"1,025 sqft","$549,900",Garage,"2020 Camino De La Reina #219San Diego, CA 92108",1992
3 Beds,4 Baths,"2,804 sqft","$2,060,000",2 Car Garage,"1379 Caminito ArriataLa Jolla, CA 92037",2001
2 Beds,1 Bath,696 sqft,"$595,000",Garage,"3666 T StSan Diego, CA 92113",1924
3 Beds,3 Baths,"1,668 sqft","$1,875,000",2 Car Garage,"12858 Caminito En FlorDel Mar, CA 92014",1974
4 Beds,2 Baths,"1,754 sqft","$1,215,000",2 Car Garage,"3572 Governor DrSan Diego, CA 92122",1968
3 Beds,1 Bath,"1,026 sqft","$549,999",1 Car Garage,"2880 CallejonSan Diego, CA 92139",1971
3 Beds,2 Baths,"1,723 sqft","$955,000",Garage,"12722 NE Jardin RdSan Diego, CA 92128",1969
6 Beds,3 Baths,"3,838 sqft","$1,650,000",Garage,"3385 B StSan Diego, CA 92102",1960
4 Beds,3 Baths,"3,498 sqft","$3,375,000",2 Car Garage,"2042 De Mayo RdDel Mar, CA 92014",1975
4 Beds,4 Baths,"1,899 sqft","$1,350,000",1 Car Garage,"1072 F StSan Diego, CA 92101",2003
3 Beds,2 Baths,"1,088 sqft","$900,000",1 Parking Spaces,"3550 Meade AveSan Diego, CA 92116",1936
4 Beds,3 Baths,"2,878 sqft","$2,749,000",2 Car Garage,"2217 La Amatista RdDel Mar, CA 92014",1979
1 Bed,1 Bath,669 sqft,"$439,900",Garage,"530 K St #216San Diego, CA 92101",2005
2 Beds,2 Baths,"1,305 sqft","$525,000",Carport,"17329 Plaza MariaSan Diego, CA 92128",1973
3 Beds,3 Baths,"1,570 sqft","$771,345+",No Info,"Plan 3X in Marquee by Shea Homes-FamilySan Diego, CA 92106",2021
8 Beds,3 Baths,"2,300 sqft","$950,000",2 Car Garage,"10252 Arrow Rock AveSan Diego, CA 92126",1971
3 Beds,3 Baths,"2,450 sqft","$3,390,000",Garage,"888 West E St #3804San Diego, CA 92101",2018
4 Beds,4 Baths,"1,800 sqft","$1,250,000",Garage,"3141-45 Herman AveSan Diego, CA 92104",1906
1 Bed,1 Bath,742 sqft,"$394,900",1 Car Garage,"1150 J St #201San Diego, CA 92101",2005
5 Beds,3 Baths,"2,850 sqft","$792,000",Carport,"2775 Marcy AveSan Diego, CA 92113",1920
7 Beds,3 Baths,"2,786 sqft","$2,199,999",Garage,"4554 Orchard AveSan Diego, CA 92107",1972
2 Beds,2 Baths,"1,328 sqft","$689,000",1 Car Garage,"18043 Avenida AlozdraSan Diego, CA 92128",1987
4 Beds,4 Baths,"3,886 sqft","$3,150,000",1 Car Garage,"5531 Linda Rosa AveLa Jolla, CA 92037",1973
4 Beds,3 Baths,"3,355 sqft","$10,500,000",2 Car Garage,"303 Sea LnLa Jolla, CA 92037",1950
3 Beds,3 Baths,"2,337 sqft","$775,000",1 Car Garage,"2411 Calle AguadulceSan Diego, CA 92139",1956
2 Beds,1 Bath,804 sqft,"$673,900",3 Car Garage,"3329 Orange AveSan Diego, CA 92104",1924
2 Beds,3 Baths,"1,460 sqft","$757,900",Garage,"650 Columbia St #112San Diego, CA 92101",1992
8 Beds,4 Baths,"2,578 sqft","$769,000",2 Car Garage,"7373 Westbrook AveSan Diego, CA 92139",1982
5 Beds,4 Baths,,"$1,195,000",No Info,"4561-4565 Altadena AveSan Diego, CA 92115",1940
2 Beds,1 Bath,868 sqft,"$608,000",2 Car Garage,"3058 Thornton PlSan Diego, CA 92105",1958
5 Beds,3 Baths,"1,244 sqft","$750,000",2 Parking Spaces,"1606 Eight Donax DrSan Diego, CA 92154",1930
2 Beds,4 Baths,"3,810 sqft","$3,999,000",Garage,"2855 5th Ave #1302San Diego, CA 92103",2018
,,,"$330,000",No Info,"Dahlia Ave #1San Diego, CA 92154",No Info
,,,"$1,698,000",No Info,"2 Via Del MarSan Diego, CA 92130",No Info
2 Beds,3 Baths,"2,560 sqft","$2,885,000",Garage,"700 Front St #1901San Diego, CA 92101",1985
,,,"$3,500,000",No Info,"6099 La Jolla Scenic Dr S #1774La Jolla, CA 92037",No Info
2 Beds,1 Bath,750 sqft,"$825,000",Garage,"1820 Diamond St #ASan Diego, CA 92109",1979
,,,"$1,549,000",No Info,"1 Via Del MarSan Diego, CA 92130",No Info
,,,"$3,450,000",No Info,"2382 Via Capri CtLa Jolla, CA 92037",No Info
4 Beds,3 Baths,"2,706 sqft","$1,849,000",2 Car Garage,"3580 Union StSan Diego, CA 92103",1992
4 Beds,2 Baths,"1,500 sqft","$1,500,000",No Info,"1818-1820 Diamond St #BSan Diego, CA 92109",1979
1 Bed,2 Baths,"1,273 sqft","$655,000",Garage,"301 W G St #438San Diego, CA 92101",2004
4 Beds,5 Baths,"3,488 sqft","$3,750,000",3 Car Garage,"5264 Grand Del Mar Way #3San Diego, CA 92130",2021
2 Beds,2 Baths,"1,588 sqft","$235,000",2 Carport Spaces,"6460 Convoy Ct #332San Diego, CA 92117",1977
,,,"$105,000",No Info,"2146 Dillons Trl #117San Diego, CA 92154",No Info
2 Beds,3 Baths,"1,511 sqft","$734,625+",No Info,"Plan 4 in Atwood at 3Roots by Shea Homes-FamilySan Diego, CA 92126",2021
2 Beds,3 Baths,"1,395 sqft","$491,279+",No Info,"Plan 2 in Marea by Tri Pointe HomesSan Diego, CA 92154",2021
4 Beds,2 Baths,"1,999 sqft","$1,199,900",2 Car Garage,"5846 Lauretta StSan Diego, CA 92110",2017
3 Beds,3 Baths,"2,406 sqft","$1,199,900",2 Car Garage,"10518 Viacha DrSan Diego, CA 92124",1979
2 Beds,1 Bath,924 sqft,"$430,000",1 Car Garage,"13879 Via RiminiSan Diego, CA 92129",1971
2 Beds,2 Baths,"1,254 sqft","$695,000",1 Car Garage,"3310 1st Ave #5CSan Diego, CA 92103",1969
2 Beds,2 Baths,"1,788 sqft","$1,529,900",Garage,"3634 7th Ave #14HSan Diego, CA 92103",1976
2 Beds,2 Baths,"1,370 sqft","$959,000",Garage,"645 Front St #1614San Diego, CA 92101",2003
6 Beds,5 Baths,"3,501 sqft","$1,499,000",4 Car Garage,"2622 Island Ave #2626San Diego, CA 92102",2012
3 Beds,2 Baths,"1,954 sqft","$690,000",2 Car Garage,"729 Meadowbrook DrSan Diego, CA 92114",1962
2 Beds,2 Baths,"1,144 sqft","$450,000",1 Parking Spaces,"5503 Adobe Falls Rd #3San Diego, CA 92120",1973
9 Beds,6 Baths,"1,400 sqft","$2,349,000",No Info,"1011-1015 Bush StSan Diego, CA 92103",1980
2 Beds,2 Baths,960 sqft,"$950,000",No Info,"3289-91 Ibis StSan Diego, CA 92103",1957
4 Beds,3 Baths,"2,075 sqft","$4,500,000",Garage,"2595 Ocean Front Walk #7San Diego, CA 92109",1976
3 Beds,2 Baths,"1,656 sqft","$850,000",2 Car Garage,"7518 Golfcrest DrSan Diego, CA 92119",1972
5 Beds,3 Baths,"2,348 sqft","$1,150,000",2 Car Garage,"4836 Cannington DrSan Diego, CA 92117",1976
3 Beds,2 Baths,"1,771 sqft","$1,128,000",2 Car Garage,"5472 Hewlett DrSan Diego, CA 92115",1958
,,,"$175,000",No Info,"Spring Canyon Rd #35Santee, CA 92071",No Info
4 Beds,5 Baths,"3,415 sqft","$3,650,000",3 Car Garage,"5266 Grand Del Mar Way #2San Diego, CA 92130",2020
5 Beds,4 Baths,"3,358 sqft","$2,799,900",Garage,"1864 Sunset BlvdSan Diego, CA 92103",1936
